aX,aY,aZ,gX,gY,gZ
0.003,1.703,2.424,61.646,120.605,72.205
0.059,1.673,2.393,50.964,132.629,59.753
0.003,1.667,2.244,47.18,149.536,49.316
-0.19,1.7,1.937,40.161,180.481,24.536
-0.121,1.474,1.966,31.311,192.078,14.587
-0.138,1.408,1.737,18.433,191.284,-1.404
-0.077,1.32,1.655,-3.906,199.341,-7.935
-0.112,1.413,1.617,-19.104,200.317,-14.832
-0.154,1.384,1.542,-29.48,201.904,-26.001
-0.17,1.28,1.438,-33.508,201.782,-42.114
-0.115,1.178,1.352,-35.828,199.219,-56.763
-0.126,1.144,1.232,-37.476,193.787,-67.81
-0.237,1.069,1.026,-40.161,184.814,-74.951
-0.317,0.96,0.833,-48.584,172.791,-80.566
-0.361,0.853,0.653,-58.167,160.278,-86.182
-0.418,0.752,0.484,-61.89,148.987,-92.102
-0.49,0.505,0.211,-60.852,128.418,-98.145
-0.501,0.421,0.098,-59.937,119.08,-98.755
-0.551,0.435,-0.041,-60.303,110.657,-99.609
-0.68,0.586,-0.304,-81.116,86.731,-103.21
-0.66,0.448,-0.387,-98.083,72.571,-113.708
-0.629,0.235,-0.453,-114.197,57.739,-123.108
-0.626,0.025,-0.5,-129.944,42.053,-122.864
-0.634,-0.101,-0.538,-145.081,24.231,-114.38
-0.606,-0.197,-0.546,-155.518,2.502,-103.638
-0.553,-0.315,-0.541,-158.386,-20.691,-95.398
-0.462,-0.423,-0.517,-150.879,-39.734,-94.299
-0.381,-0.458,-0.476,-140.442,-53.101,-94.666
-0.292,-0.47,-0.436,-131.592,-65.369,-91.797
-0.194,-0.49,-0.362,-125.183,-74.036,-89.233
-0.184,-0.514,-0.355,-120.178,-86.243,-77.148
-0.257,-0.626,-0.385,-123.901,-91.675,-71.411
-0.311,-0.765,-0.382,-132.568,-96.558,-65.186
-0.349,-0.949,-0.392,-139.343,-104.065,-54.626
-0.354,-1.167,-0.38,-142.151,-117.432,-39.612
-0.348,-1.28,-0.324,-143.616,-135.559,-19.287
-0.345,-1.343,-0.244,-144.104,-156.189,2.747
-0.355,-1.422,-0.15,-139.893,-177.124,18.005
-0.313,-1.409,0.051,-129.456,-192.2,29.663
-0.245,-1.334,0.264,-114.014,-203.552,43.762
-0.051,-1.357,0.609,-93.994,-211.792,58.228
0.129,-1.235,1.04,-73.486,-211.487,82.581
0.121,-1.055,1.232,-47.668,-203.857,108.459
0.139,-0.869,1.465,-17.517,-185.303,121.399
0.11,-0.614,1.451,11.902,-162.048,125.549
0.093,-0.508,1.353,-2.686,-153.442,134.766
0.104,-0.482,1.305,-20.569,-142.151,146.545
0.058,-0.487,1.269,-30.701,-130.493,154.968
-0.122,-0.458,1.286,-32.715,-121.033,167.297
-0.208,-0.302,1.518,-25.879,-115.784,186.646
-0.058,0.025,2.031,27.039,-118.225,202.332
0.075,0.106,2.243,60.486,-113.22,197.021
0.18,0.281,2.343,82.336,-96.741,195.19
0.17,0.497,2.277,88.928,-70.923,192.749
0.089,0.663,2.085,81.482,-42.725,189.941
-0.037,0.826,1.916,62.256,-18.921,188.782
-0.203,0.861,1.81,43.884,-1.587,187.622
-0.323,0.872,1.786,34.424,5.859,188.904
-0.26,0.938,1.907,33.997,5.005,190.857
-0.184,1.007,2.058,48.889,1.099,186.035
-0.14,1.01,2.195,73.486,1.16,177.124
-0.167,1.201,2.325,104.187,21.851,165.771
-0.213,1.313,2.347,109.009,36.072,156.677
-0.279,1.448,2.36,105.53,52.429,145.752
-0.31,1.57,2.373,92.407,69.153,135.01
-0.355,1.583,2.329,73.486,83.801,124.817
-0.395,1.601,2.279,52.002,95.459,115.601
-0.372,1.617,2.265,34.058,105.957,107.056
-0.33,1.717,2.17,28.015,120.178,85.815
-0.311,1.751,2.128,37.598,127.197,70.984
-0.253,1.732,2.142,47.791,135.742,56.946
-0.275,1.799,2.04,55.603,150.085,45.898
-0.251,1.785,2.086,59.692,169.617,36.011
-0.276,1.814,2.107,60.669,177.734,15.503
-0.414,1.814,1.775,58.716,178.955,-2.502
-0.394,1.861,1.705,41.443,193.237,-8.85
-0.387,1.868,1.567,15.869,192.688,-18.677
-0.337,1.712,1.463,-4.883,188.477,-33.752
-0.318,1.637,1.282,-25.513,184.326,-45.349
-0.303,1.499,1.144,-44.983,183.777,-45.288
-0.281,1.356,1.06,-59.265,182.739,-45.044
-0.249,1.209,0.994,-61.951,178.284,-54.077
-0.286,1.004,0.84,-32.898,162.964,-84.473
-0.297,0.935,0.776,-13.55,154.602,-97.229
-0.356,0.885,0.661,-1.77,149.536,-107.361
-0.442,0.899,0.559,-2.869,148.437,-112.488
-0.534,1.03,0.475,-16.418,146.729,-116.76
-0.624,1.094,0.358,-37.781,140.076,-128.296
-0.653,0.878,0.234,-58.289,131.348,-147.888
-0.628,0.385,-0.06,-112.122,109.253,-156.677
-0.602,0.237,-0.093,-142.578,96.802,-141.296
-0.629,0.107,-0.148,-159.18,81.482,-129.272
-0.644,-0.03,-0.224,-156.616,65.369,-128.54
-0.611,-0.188,-0.235,-138.306,54.077,-137.329
-0.562,-0.33,-0.224,-114.136,43.579,-145.569
-0.537,-0.41,-0.226,-94.116,29.236,-147.217
-0.51,-0.487,-0.277,-85.022,14.893,-145.813
-0.547,-0.55,-0.375,-90.759,2.869,-141.541
-0.577,-0.696,-0.458,-110.291,-8.423,-129.761
-0.544,-0.919,-0.531,-177.002,-40.649,-84.839
-0.539,-1.142,-0.446,-205.994,-73.059,-35.645
-0.5,-1.192,-0.337,-185.364,-89.355,-21.729
-0.464,-1.207,-0.231,-142.578,-105.713,-18.433
-0.499,-1.086,-0.191,-95.032,-122.864,-20.264
-0.473,-1.032,-0.133,-53.162,-140.93,-23.437
-0.335,-1.061,-0.082,-27.954,-161.865,-24.902
-0.26,-1.063,-0.05,-27.649,-180.664,-20.02
-0.214,-1.094,-0.024,-50.293,-190.125,25.635
-0.116,-1.139,0.316,-109.314,-180.542,58.044
-0.093,-1.224,0.439,-109.924,-169.189,88.013
-0.196,-1.174,0.536,-86.975,-160.4,111.328
-0.276,-0.96,0.668,-53.894,-158.447,132.935
-0.332,-0.633,0.771,-16.296,-167.664,147.522
-0.268,-0.438,0.919,18.921,-184.57,148.804
-0.051,-0.337,1.187,46.265,-199.585,141.235
0.192,-0.223,1.465,57.983,-202.515,139.709
0.314,-0.139,1.696,57.983,-191.284,146.301
0.372,-0.08,1.889,49.5,-168.884,159.485
0.364,-0.022,2.014,32.715,-143.066,177.429
0.172,0.197,2.152,18.921,-92.468,205.811
0.19,0.271,2.245,33.081,-72.815,207.764
0.173,0.499,2.257,75.378,-46.692,191.284
0.151,0.672,2.248,85.938,-38.086,185.425
0.186,1.229,2.617,80.505,-14.648,159.912
0.172,1.242,2.651,99.06,0.061,142.578
0.18,1.303,2.667,110.229,18.86,131.409
0.175,1.416,2.675,112.732,35.889,125.793
0.135,1.553,2.652,111.511,49.927,121.216
0.098,1.69,2.641,110.229,64.087,114.38
0.052,1.753,2.604,110.413,77.026,105.591
0.01,1.793,2.582,106.995,87.036,98.755
0.06,1.702,2.619,99.365,96.252,92.163
-0.05,1.769,2.4,94.971,101.929,76.233
-0.06,1.825,2.456,92.651,113.525,55.664
-0.119,1.661,2.292,94.543,126.343,34.79
-0.174,1.6,2.113,91.431,147.522,14.954
-0.191,1.506,2.011,82.947,168.335,2.319
-0.242,1.402,1.859,74.219,181.274,-9.583
-0.262,1.288,1.722,64.392,187.866,-21.057
-0.256,1.212,1.583,55.054,193.115,-31.982
-0.245,1.182,1.496,42.419,195.984,-37.598
-0.309,1.115,1.291,29.968,185.913,-37.903
-0.318,0.967,1.152,1.343,175.293,-28.198
-0.306,0.922,1.17,-11.658,169.312,-28.259
-0.31,0.949,1.201,-21.301,161.865,-42.908
-0.34,0.916,1.123,-23.437,155.518,-57.556
-0.393,0.841,0.993,-26.367,144.836,-73.303
-0.424,0.736,0.826,-31.982,132.324,-86.06
-0.477,0.664,0.656,-38.208,121.46,-93.201
-0.478,0.653,0.547,-41.931,111.267,-97.168
-0.446,0.644,0.485,-42.847,103.455,-103.577
-0.443,0.613,0.434,-43.091,99.121,-111.938
-0.484,0.554,0.362,-45.715,96.802,-118.652
-0.507,0.573,0.302,-56.946,91.797,-122.498
-0.517,0.548,0.248,-72.083,87.036,-126.282
-0.515,0.498,0.187,-85.388,83.557,-130.737
-0.503,0.349,0.085,-97.229,79.102,-136.963
-0.508,0.164,-0.076,-109.436,72.449,-140.015
-0.516,0.009,-0.223,-124.573,62.561,-133.972
-0.546,-0.079,-0.339,-137.512,49.744,-125.977
-0.628,-0.138,-0.464,-141.968,30.396,-122.986
-0.64,-0.207,-0.559,-138.733,7.446,-127.991
-0.553,-0.325,-0.582,-134.216,-14.465,-136.963
-0.49,-0.467,-0.588,-134.521,-36.072,-139.221
-0.41,-0.544,-0.482,-151.733,-66.101,-120.911
-0.389,-0.567,-0.398,-155.457,-77.637,-111.023
-0.418,-0.544,-0.365,-153.259,-91.003,-105.652
-0.473,-0.622,-0.353,-152.832,-105.896,-102.295
-0.461,-0.842,-0.322,-160.217,-120.361,-97.29
-0.352,-1.171,-0.293,-175.049,-132.874,-84.412
-0.199,-1.411,-0.165,-188.171,-137.451,-60.974
-0.121,-1.604,-0.048,-184.265,-135.681,-29.724
-0.129,-1.683,0.01,-161.865,-133.423,0.61
-0.199,-1.597,0.05,-132.446,-134.949,26.794
-0.284,-1.426,0.119,-101.135,-138.916,50.354
-0.309,-1.159,0.198,-72.876,-143.677,70.618
-0.321,-0.951,0.247,-52.002,-151.855,82.336
-0.323,-0.747,0.339,-48.401,-164.429,89.172
-0.301,-0.627,0.408,-58.96,-179.993,93.506
-0.28,-0.673,0.548,-71.655,-189.636,95.032
-0.207,-0.91,1.277,-75.439,-195.984,133.911
-0.055,-0.914,1.798,-52.307,-185.852,162.17
-0.034,-0.329,2.318,37.537,-153.625,201.782
-0.002,0.036,2.324,78.552,-143.494,195.251
0.097,0.278,2.23,91.492,-131.042,177.917
0.145,0.356,2.073,68.787,-109.558,163.879
0.024,0.292,1.926,20.935,-79.773,164.062
-0.115,0.201,1.893,-24.963,-51.697,180.908
-0.17,0.08,1.942,-46.204,-36.865,196.899
-0.204,0.055,2.059,-33.508,-31.738,201.721
-0.199,0.202,2.184,0.732,-28.931,204.468
-0.212,0.45,2.277,40.161,-25.757,206.421
-0.206,0.792,2.38,73.364,-21.24,207.397
-0.222,1.13,2.458,97.412,-15.564,203.857
-0.247,1.324,2.502,107.666,-6.165,191.65
-0.233,1.414,2.506,100.403,10.01,176.147
-0.19,1.468,2.492,80.627,32.41,163.696
-0.224,1.492,2.448,61.035,55.969,153.931
-0.32,1.58,2.376,46.936,76.416,147.888
-0.336,1.668,2.4,38.452,90.393,147.583
-0.295,1.834,2.472,38.94,95.703,142.944
-0.171,2.206,2.632,95.52,114.075,91.797
-0.225,2.385,2.631,100.891,128.906,69.092
-0.217,2.458,2.58,86.365,148.01,42.48
-0.251,2.354,2.445,55.298,173.157,13.611
-0.272,2.127,2.273,11.414,201.233,-7.202
-0.319,1.877,2.114,-32.043,226.318,-15.381
-0.384,1.624,1.846,-66.589,241.638,-16.113
-0.447,1.34,1.64,-87.646,252.319,-19.653
-0.537,1.19,1.372,-96.313,256.653,-23.743
-0.461,1.039,1.392,-91.064,251.465,-28.809
-0.423,1.025,1.297,-68.359,230.286,-42.053
-0.434,0.881,1.092,-33.142,214.6,-50.293
-0.361,0.81,1.018,-0.732,212.402,-58.35
-0.421,0.837,0.825,23.132,198.608,-60.425
-0.518,1.097,0.698,28.198,185.608,-58.411
-0.558,1.285,0.675,23.743,171.936,-68.787
-0.594,1.293,0.671,21.545,158.325,-96.619
-0.587,1.105,0.563,12.878,143.188,-127.258
-0.605,0.86,0.403,-7.08,132.69,-144.714
-0.647,0.682,0.24,-32.227,124.756,-143.555
-0.69,0.49,0.02,-52.307,113.708,-139.404
-0.71,0.366,-0.209,-67.627,99.976,-138.245
-0.692,0.297,-0.362,-74.28,86.975,-133.606
-0.719,0.226,-0.5,-66.406,76.294,-129.211
-0.746,0.21,-0.598,-51.208,63.599,-129.089
-0.685,0.192,-0.605,-37.842,47.668,-131.47
-0.6,0.222,-0.571,-30.823,27.771,-134.521
-0.463,0.136,-0.504,-43.945,-9.827,-136.108
-0.402,0.045,-0.466,-63.965,-23.254,-130.493
-0.408,-0.032,-0.464,-82.581,-35.583,-125.366
-0.394,-0.115,-0.479,-93.384,-47.241,-123.047
-0.33,-0.215,-0.485,-96.497,-57.678,-122.742
-0.307,-0.245,-0.508,-99.67,-79.59,-120.056
-0.346,-0.305,-0.522,-111.877,-93.811,-115.845
-0.321,-0.421,-0.497,-130.615,-106.934,-113.159
-0.28,-0.515,-0.437,-155.457,-118.225,-102.844
-0.181,-0.761,-0.23,-196.716,-134.155,-65.063
-0.187,-0.938,-0.132,-197.937,-140.259,-49.683
-0.212,-0.967,0.014,-188.538,-146.118,-30.579
-0.264,-0.972,0.183,-166.87,-152.71,-12.451
-0.313,-0.965,0.302,-141.052,-164.429,2.808
-0.347,-0.843,0.411,-125.854,-177.612,19.47
-0.34,-0.748,0.526,-117.432,-187.988,31.372
-0.202,-0.905,0.887,-111.938,-194.519,55.847
-0.164,-0.916,1.016,-109.436,-190.735,76.355
-0.236,-0.906,1.201,-97.473,-180.664,97.473
-0.323,-0.796,1.399,-80.933,-171.631,119.08
-0.314,-0.632,1.579,-61.462,-169.373,135.376
-0.256,-0.5,1.73,-37.842,-170.227,141.113
-0.14,-0.363,1.887,-17.7,-166.321,142.578
-0.06,-0.273,1.979,-10.559,-152.1,147.034
-0.085,-0.262,2.052,-20.325,-132.019,158.264
-0.079,-0.203,2.247,-40.771,-106.689,182.19
-0.041,-0.02,2.401,-51.697,-80.2,209.412
-0.024,0.18,2.454,-36.316,-57.068,219.727
-0.081,0.481,2.301,20.874,-18.25,200.134
-0.141,0.579,2.158,30.823,-0.854,189.27
-0.229,0.703,2.025,28.198,14.832,184.875
-0.293,0.761,1.927,18.799,25.452,183.472
-0.386,0.765,1.875,8.606,33.081,183.533
-0.437,0.804,1.948,10.376,39.368,191.223
-0.441,0.808,1.989,26.001,38.452,191.833
-0.422,0.846,2.043,46.021,44.617,191.467
-0.449,1.046,2.086,61.951,55.237,195.679
-0.579,1.286,2.025,74.951,61.035,199.28
-0.645,1.541,2.018,85.327,65.674,194.519
-0.589,1.729,2.045,94.299,69.336,180.481
-0.508,1.861,2.052,96.497,72.632,160.95
-0.423,1.933,2.022,87.341,80.2,140.198
-0.302,1.917,1.917,48.706,106.934,114.868
-0.221,1.856,1.862,35.645,138.855,95.215
-0.227,1.841,1.825,43.335,154.48,83.862
-0.227,1.922,1.785,49.744,171.082,73.914
-0.225,1.974,1.721,58.472,186.646,59.021
-0.284,2.102,1.589,69.885,200.928,39.368
-0.315,2.248,1.479,76.477,213.318,15.198
-0.327,2.26,1.336,73.242,221.313,-10.559
-0.306,2.213,1.319,55.847,221.252,-31.006
-0.294,2.031,1.084,32.166,215.698,-46.692
-0.291,1.712,0.851,0.732,206.665,-85.266
-0.43,1.447,0.603,-13.611,198.12,-107.239
-0.505,1.309,0.541,-16.785,194.153,-115.356
-0.53,1.225,0.503,-19.531,183.899,-122.864
-0.596,1.149,0.432,-17.273,170.044,-134.338
-0.667,1.042,0.342,-11.292,155.212,-147.278
-0.7,1.039,0.32,-9.644,140.137,-157.776
-0.745,0.924,0.254,-21.423,109.253,-174.072
-0.771,0.776,0.195,-40.283,94.971,-179.932
-0.776,0.633,0.15,-66.895,81.299,-181.702
-0.751,0.456,0.126,-91.858,68.298,-177.124
-0.722,0.267,0.121,-109.741,56.152,-170.532
-0.648,0.12,0.123,-116.455,47.302,-165.771
-0.568,0.049,0.124,-112.549,42.664,-162.17
-0.528,0.032,0.107,-102.6,40.894,-160.767
-0.528,0.018,0.049,-95.947,39.612,-161.865
-0.565,0.009,-0.055,-101.257,35.034,-160.461
-0.617,-0.071,-0.168,-121.155,26.794,-155.701
-0.72,-0.461,-0.362,-190.369,-3.784,-145.203
-0.735,-0.777,-0.454,-222.351,-24.963,-135.986
-0.711,-1.08,-0.465,-235.352,-45.044,-123.901
-0.678,-1.334,-0.419,-221.863,-63.965,-106.934
-0.529,-1.491,-0.247,-138.672,-103.455,-63.904
-0.479,-1.477,-0.155,-91.431,-124.207,-45.41
-0.439,-1.313,-0.013,-61.035,-137.39,-26.672
-0.373,-1.077,0.121,-54.382,-144.348,-6.042
-0.296,-0.929,0.213,-63.66,-148.254,10.01
-0.241,-0.869,0.306,-87.891,-149.78,28.076
-0.198,-0.925,0.446,-121.521,-144.104,52.979
-0.22,-1.061,0.586,-146.484,-133.606,80.811
-0.196,-1.228,0.752,-149.231,-124.146,108.521
-0.089,-1.295,0.974,-125.671,-114.075,135.376
-0.074,-1.177,1.124,-75.684,-101.685,156.25
-0.092,-0.957,1.136,-9.888,-94.421,162.903
-0.113,-0.714,1.114,49.316,-99.426,156.189
-0.104,-0.42,1.148,84.778,-110.107,149.475
-0.062,-0.2,1.243,90.454,-121.033,153.564
-0.017,-0.02,1.379,74.524,-130.127,166.87
0.091,0.098,1.583,52.185,-134.033,184.021
0.274,0.117,1.854,38.147,-132.202,193.298
0.556,0.114,2.155,48.523,-111.389,198.669
0.455,0.192,2.107,68.237,-90.942,196.899
0.253,0.362,2.045,89.966,-70.923,188.477
0.148,0.534,2.052,98.206,-58.228,178.894
0.082,0.621,2.055,89.172,-51.331,170.959
0.033,0.664,2.039,69.458,-45.959,167.419
0.059,0.687,2.072,49.072,-38.33,171.204
0.069,0.736,2.117,36.255,-30.029,174.988
-0.001,0.771,2.131,36.072,-21.606,174.316
-0.047,0.869,2.196,41.931,-12.634,172.852
-0.112,1.16,2.348,58.411,7.08,169.556
-0.18,1.37,2.4,68.848,17.456,161.804
-0.14,1.587,2.481,77.271,26.245,150.818
-0.076,1.726,2.528,82.275,35.156,134.521
-0.017,1.853,2.508,80.627,48.096,114.014
0.033,2.011,2.46,70.007,67.261,95.154
-0.035,2.058,2.347,50.537,88.501,82.825
-0.132,2.083,2.263,24.353,108.582,72.632
-0.159,2.092,2.179,1.038,123.23,60.791
-0.148,2.028,2.135,-10.376,135.803,46.143
-0.14,1.898,2.072,-12.39,149.414,25.818
-0.196,1.834,1.914,-13.245,163.818,8.24
-0.206,1.718,1.85,-16.418,177.551,-4.7
-0.241,1.605,1.699,-16.846,181.702,-19.958
-0.255,1.5,1.589,-13.733,182.068,-34.058
-0.308,1.488,1.405,-5.676,184.814,-47.241
-0.318,1.464,1.355,5.432,196.96,-57.312
-0.382,1.407,1.199,16.541,191.65,-72.632
-0.418,1.308,1.052,20.264,184.448,-84.351
-0.377,1.071,0.868,1.038,177.002,-86.731
-0.376,1.002,0.772,-5.005,167.542,-87.219
-0.508,0.972,0.556,-0.122,148.254,-100.281
-0.555,0.971,0.463,-0.854,138.55,-109.375
-0.575,0.901,0.38,-4.395,129.028,-117.981
-0.601,0.874,0.292,-11.353,120.85,-122.375
-0.613,0.952,0.231,-22.583,111.816,-124.634
-0.603,0.908,0.151,-33.813,102.661,-130.859
-0.548,0.766,0.083,-44.678,98.633,-142.944
-0.53,0.574,-0.028,-57.983,97.412,-151.55
-0.486,0.366,-0.138,-72.327,95.459,-151.55
-0.432,0.205,-0.202,-83.557,92.041,-144.958
-0.425,0.103,-0.275,-85.022,86.365,-136.719
-0.458,0.065,-0.373,-76.599,75.867,-130.737
-0.528,0.035,-0.571,-59.998,39.368,-122.742
-0.533,0.018,-0.597,-63.721,18.86,-121.948
-0.501,-0.094,-0.578,-72.815,-1.404,-122.864
-0.464,-0.192,-0.522,-81.238,-18.188,-122.253
-0.408,-0.253,-0.457,-86.182,-32.349,-117.859
-0.358,-0.33,-0.422,-86.792,-45.532,-114.624
-0.352,-0.402,-0.441,-89.661,-57.373,-95.032
-0.423,-0.679,-0.489,-117.676,-82.092,-85.876
-0.43,-0.882,-0.473,-132.324,-97.473,-68.665
-0.43,-0.994,-0.418,-140.686,-113.464,-50.781
-0.42,-0.962,-0.317,-142.456,-129.456,-32.166
-0.405,-0.931,-0.232,-135.864,-146.179,-17.151
-0.311,-0.874,-0.022,-112.183,-176.025,-2.93
-0.226,-0.777,0.13,-106.934,-185.852,6.165
-0.107,-0.662,0.301,-104.919,-193.542,16.846
-0.013,-0.592,0.493,-101.074,-195.801,23.193
0.029,-0.522,0.602,-96.68,-194.153,26.184
0.048,-0.494,0.69,-98.022,-191.589,30.151
-0.033,-0.563,0.746,-108.887,-188.965,40.527
-0.152,-0.57,0.885,-125.793,-182.8,63.965
-0.112,-0.757,1.467,-123.901,-177.063,113.647
-0.081,-0.807,1.736,-94.849,-168.884,133.789
-0.052,-0.696,1.888,-56.091,-158.508,149.231
-0.071,-0.554,1.972,-10.437,-146.301,153.687
-0.123,-0.301,2.063,28.015,-131.409,158.081
-0.132,-0.08,2.143,45.837,-117.004,164.307
-0.166,0.08,2.184,23.682,-90.21,171.265
-0.115,0.213,2.227,8.179,-73.181,176.575
-0.007,0.19,2.249,6.897,-56.03,175.659
0.065,0.17,2.207,19.47,-40.405,172.363
0.06,0.172,2.117,37.842,-22.156,170.166
-0.042,0.164,2.012,53.65,-3.052,170.105
-0.22,0.205,1.917,63.354,14.709,174.377
-0.416,0.36,1.894,67.505,28.748,184.265
-0.574,0.783,1.933,69.824,36.438,201.111
-0.502,0.952,1.945,81.97,26.55,198.303
-0.411,1.147,1.979,96.619,17.761,191.589
-0.352,1.328,1.999,102.966,16.846,186.584
-0.32,1.561,2.002,101.074,19.226,182.556
-0.281,1.79,2.08,93.628,24.17,174.194
-0.237,1.957,2.192,85.449,32.776,160.4
-0.203,2.068,2.302,74.951,45.41,144.409
-0.175,2.124,2.374,63.66,61.646,128.296
-0.165,2.134,2.417,53.04,82.214,113.525
-0.164,2.098,2.414,42.847,106.201,100.647
-0.203,2.103,2.391,32.166,130.127,87.463
-0.252,2.09,2.299,26.245,150.33,73.669
-0.296,2.051,2.198,23.01,168.03,60.364
-0.269,1.972,2.092,21.79,181.763,41.626
-0.34,1.905,1.792,25.635,193.176,16.357
-0.236,1.728,1.812,30.396,206.604,-6.958
-0.322,1.674,1.567,32.715,197.693,-32.959
-0.387,1.54,1.331,32.776,192.261,-54.993
-0.315,1.232,1.252,26.428,184.631,-59.204
-0.312,1.13,1.178,21.423,180.298,-58.411
-0.29,1.047,1.129,19.775,181.702,-60.059
-0.289,1.008,1.043,21.79,183.716,-65.125
-0.284,1.007,0.998,21.24,186.768,-68.848
-0.301,1.035,0.953,16.846,183.655,-71.594
-0.315,1.081,0.928,9.583,175.171,-76.904
-0.342,1.083,0.89,1.648,166.87,-90.759
-0.351,1.015,0.807,-9.705,157.776,-108.032
-0.356,0.893,0.679,-25.513,149.597,-120.3
-0.387,0.754,0.541,-44.067,143.677,-124.023
-0.424,0.65,0.411,-58.838,136.841,-126.282
-0.471,0.443,0.151,-72.876,113.281,-131.226
-0.432,0.36,0.06,-74.158,99.67,-131.226
-0.385,0.317,-0.001,-68.848,88.013,-130.859
-0.37,0.269,-0.089,-57.617,76.599,-132.874
-0.339,0.23,-0.163,-48.645,66.956,-134.949
-0.305,0.247,-0.217,-45.227,59.448,-135.803
-0.275,0.26,-0.268,-47.058,52.551,-137.512
-0.305,0.231,-0.35,-54.749,46.936,-140.747
-0.368,0.209,-0.441,-73.364,40.833,-140.137
-0.392,0.121,-0.474,-101.807,31.677,-133.606
-0.396,-0.039,-0.515,-132.446,17.273,-125.854
-0.471,-1.022,-0.289,-140.381,-86.792,-53.589
-0.441,-1.059,-0.255,-138.977,-107.117,-49.072
-0.428,-1.087,-0.237,-144.531,-130.615,-41.748
-0.423,-1.082,-0.176,-160.522,-148.987,-18.86
-0.408,-1.141,0.041,-179.993,-158.813,13.123
-0.381,-1.36,0.273,-187.317,-162.537,44.312
-0.319,-1.417,0.556,-177.856,-161.743,80.933
-0.268,-1.296,1.094,-82.947,-152.649,133.728
-0.274,-0.367,1.424,12.939,-141.235,163.269
-0.222,-0.322,1.616,-39.185,-118.286,194.946
-0.144,-0.216,1.815,-41.626,-107.971,213.867
0.006,-0.07,2.039,-20.691,-99.121,225.769
0.113,0.097,2.178,16.174,-89.722,229.126
0.213,0.634,2.26,82.092,-57.861,223.267
-0.017,0.913,2.011,94.91,-18.86,197.144
-0.196,0.939,1.815,70.74,-5.432,187.561
-0.334,0.866,1.692,36.926,1.404,188.904
-0.322,0.826,1.717,8.179,3.296,198.181
-0.268,1.299,2.194,73.73,1.282,195.923
-0.242,1.545,2.281,100.464,2.319,185.059
-0.237,1.739,2.388,112.183,11.414,171.692
-0.25,1.874,2.444,104.858,30.579,160.461
-0.298,1.968,2.426,86.487,56.274,152.161
-0.355,2.039,2.409,61.523,80.261,145.264
-0.379,2.04,2.348,39.429,96.497,136.78
-0.399,2.03,2.294,26.367,106.934,126.038
-0.357,2.066,2.261,24.963,112.427,116.699
-0.257,2.142,2.228,35.461,114.258,105.103
-0.136,2.218,2.154,57.617,117.126,86.67
0.016,2.307,2.09,84.595,123.596,61.829
0.021,2.463,1.845,108.459,135.437,33.325
0.093,2.533,1.823,116.15,157.166,5.066
0.043,2.546,1.635,103.088,164.673,-25.391
-0.061,2.407,1.403,71.045,169.678,-45.044
-0.1,2.141,1.295,28.198,186.523,-52.917
-0.152,1.858,1.174,-12.329,200.928,-58.777
-0.257,1.61,1.018,-39.49,207.153,-67.017
-0.312,1.397,0.947,-49.622,211.304,-75.195
-0.358,1.262,0.862,-46.814,207.825,-85.266
-0.479,1.113,0.61,-25.024,187.5,-106.873
-0.519,1.099,0.511,-14.709,169.678,-118.958
-0.509,1.05,0.472,-8.545,148.132,-132.141
-0.501,0.947,0.457,-2.747,127.625,-147.217
-0.485,0.845,0.454,3.357,111.877,-159.241
-0.465,0.809,0.474,7.141,100.952,-165.039
-0.453,0.785,0.474,7.812,93.262,-169.617
-0.443,0.705,0.434,1.099,89.233,-174.561
-0.488,0.477,0.243,-35.522,91.125,-166.931
