aX,aY,aZ,gX,gY,gZ
0.227,0.213,1.108,-6.409,2.563,15.076
0.208,0.235,1.114,-8.667,-4.15,13.367
0.192,0.253,1.116,-9.827,-6.104,11.23
0.195,0.272,1.115,-10.498,-6.592,7.935
0.199,0.291,1.117,-11.658,-8.301,4.272
0.194,0.312,1.096,-13.794,-11.292,0.793
0.184,0.341,1.107,-17.09,-14.099,-2.869
0.169,0.383,1.101,-21.667,-15.93,-7.019
0.167,0.418,1.089,-25.94,-16.663,-10.376
0.162,0.454,1.081,-28.809,-20.081,-14.282
0.161,0.487,1.082,-29.846,-24.536,-17.761
0.157,0.519,1.085,-27.832,-26.978,-21.118
0.146,0.534,1.087,-23.865,-27.771,-24.719
0.126,0.538,1.082,-19.958,-27.527,-28.992
0.106,0.536,1.073,-17.395,-26.794,-34.241
0.101,0.517,1.064,-15.991,-26.306,-39.917
0.11,0.481,1.052,-15.32,-27.039,-44.678
0.136,0.461,1.028,-15.198,-26.245,-47.729
0.163,0.464,1.024,-14.099,-23.56,-50.476
0.154,0.465,1.015,-11.414,-19.043,-53.589
0.136,0.448,1.008,-9.644,-13.611,-57.922
0.103,0.423,0.988,-9.766,-11.597,-62.5
0.086,0.379,0.954,-10.986,-15.015,-67.444
0.054,0.336,0.917,-12.634,-21.24,-73.181
0.079,0.319,0.854,-11.719,-27.954,-77.637
0.154,0.349,0.85,-6.226,-34.973,-80.505
0.217,0.413,0.864,2.869,-39.978,-80.566
0.286,0.5,0.897,11.536,-40.283,-76.782
0.177,0.504,0.973,16.541,-37.048,-70.435
-0.084,0.341,1.018,14.526,-35.034,-63.782
-0.309,0.112,1.074,1.526,-35.4,-60.913
-0.488,-0.164,1.073,-14.648,-45.288,-56.519
-0.661,-0.505,0.936,-31.128,-68.787,-45.471
-0.825,-0.945,0.743,-41.199,-96.924,-28.625
-0.939,-1.41,0.483,-34.485,-121.399,-12.512
-1.04,-1.942,0.223,-9.583,-131.592,-3.784
-1.095,-2.542,-0.039,28.137,-119.019,-14.587
-0.955,-2.864,-0.124,75.317,-75.623,-60.242
-0.582,-2.987,0.042,132.141,-1.831,-126.526
0.151,-2.864,0.471,169.983,85.144,-186.584
0.909,-2.602,0.596,174.255,148.987,-233.398
1.565,-2.017,0.777,146.362,209.656,-227.661
1.747,-1.305,0.746,109.985,244.751,-167.969
1.675,-0.838,0.65,75.928,251.709,-77.759
1.365,-0.73,0.53,38.452,227.722,6.653
0.908,-0.741,0.521,12.939,153.503,65.918
0.506,-0.726,0.654,2.808,48.401,91.614
0.168,-0.716,0.877,1.709,-57.739,93.933
-0.16,-0.682,1.128,2.808,-134.949,91.858
-0.524,-0.597,1.209,0.549,-168.03,91.309
-0.785,-0.514,1.253,-10.071,-153.503,90.881
-0.845,-0.477,1.192,-21.851,-113.586,80.627
-0.811,-0.47,1.12,-27.649,-76.965,63.171
-0.693,-0.459,0.969,-30.64,-51.147,44.617
-0.478,-0.476,0.842,-32.898,-28.015,32.654
-0.303,-0.489,0.725,-31.006,-9.094,26.794
-0.205,-0.5,0.642,-23.743,1.709,25.269
-0.148,-0.5,0.608,-14.832,7.385,25.391
-0.154,-0.519,0.615,-4.517,4.028,21.057
-0.159,-0.548,0.641,7.019,-5.676,9.338
-0.143,-0.584,0.674,17.517,-17.029,-8.972
-0.09,-0.695,0.699,26.001,-28.931,-28.931
0.007,-0.864,0.76,31.86,-38.208,-42.053
0.13,-0.95,0.818,30.823,-42.053,-42.419
0.219,-0.915,0.87,21.423,-38.94,-29.358
0.216,-0.904,0.922,9.583,-30.823,-9.338
0.217,-0.896,0.919,-3.601,-19.348,8.728
0.197,-0.894,0.908,-15.32,-6.348,25.696
0.135,-0.879,0.875,-22.217,5.188,40.833
0.074,-0.863,0.826,-26.611,11.658,48.706
0.049,-0.856,0.778,-28.87,16.785,52.002
0.033,-0.849,0.758,-27.832,20.081,53.894
0.022,-0.81,0.767,-22.278,23.376,53.589
0.04,-0.762,0.789,-12.634,28.625,52.124
0.108,-0.641,0.84,-2.93,36.56,49.316
0.18,-0.504,0.894,3.479,43.335,45.776
0.228,-0.4,0.928,4.944,42.297,45.227
0.265,-0.323,0.939,1.892,32.837,46.204
0.283,-0.322,0.898,-3.235,16.846,46.814
0.275,-0.379,0.835,-8.362,1.221,45.471
0.285,-0.403,0.82,-8.85,-7.141,42.419
0.287,-0.406,0.828,-3.845,-7.812,40.894
0.28,-0.399,0.848,3.357,-1.587,44.189
0.305,-0.334,0.884,10.071,13.0,50.964
0.372,-0.156,0.956,15.076,33.508,60.608
0.408,-0.01,0.979,20.63,52.551,71.106
0.405,0.097,0.864,26.367,60.364,76.477
0.395,0.085,0.996,24.78,52.917,74.158
0.317,0.031,0.942,20.447,44.312,68.542
0.304,-0.015,0.961,17.273,37.17,64.331
0.288,-0.008,0.987,14.038,26.672,59.204
0.242,-0.024,1.002,12.024,11.597,54.504
0.197,-0.001,1.049,9.583,-2.319,51.697
0.198,0.086,1.108,7.812,-7.019,48.828
0.183,0.139,1.08,6.165,-2.258,47.302
0.201,0.199,1.047,4.15,8.118,49.316
0.199,0.225,0.976,3.174,18.372,53.65
0.165,0.281,0.893,2.808,25.33,60.12
0.095,0.295,0.877,5.493,20.081,60.913
0.028,0.302,0.892,9.338,13.245,58.105
-0.002,0.32,0.944,14.343,7.629,49.5
-0.008,0.347,1.007,20.447,3.54,38.879
-0.019,0.32,1.018,26.733,-0.183,29.663
0.03,0.271,1.021,30.884,0.122,20.752
0.143,0.264,1.056,34.668,4.456,14.465
0.218,0.24,1.08,37.537,7.812,15.869
0.243,0.215,1.084,35.889,10.01,24.658
0.218,0.171,1.076,29.175,11.292,33.63
0.188,0.134,1.063,19.958,10.559,37.598
0.159,0.09,1.036,11.169,7.141,33.203
0.179,0.062,1.02,5.493,0.977,23.193
0.226,0.054,1.015,4.639,-8.24,12.512
0.27,0.053,1.015,6.165,-18.982,4.333
0.286,0.059,1.016,7.08,-27.344,-0.61
0.315,0.075,1.021,8.179,-29.663,-2.808
0.343,0.097,1.048,9.46,-27.405,-2.319
0.314,0.127,1.074,9.399,-27.344,0.0
0.27,0.16,1.104,6.47,-23.437,2.319
0.228,0.2,1.137,1.892,-18.555,2.197
0.182,0.231,1.163,-3.54,-17.273,1.282
0.124,0.255,1.186,-9.949,-20.935,-0.183
0.071,0.297,1.206,-17.578,-25.452,-3.296
0.04,0.348,1.228,-25.146,-29.175,-8.24
0.007,0.388,1.272,-31.433,-31.311,-13.794
0.005,0.423,1.205,-36.072,-27.832,-18.555
0.019,0.459,1.23,-40.344,-20.996,-23.376
-0.016,0.497,1.241,-43.03,-23.926,-29.541
-0.042,0.503,1.261,-40.649,-28.992,-33.081
-0.07,0.494,1.308,-39.001,-30.64,-36.255
-0.053,0.479,1.215,-39.368,-24.353,-39.063
-0.083,0.484,1.232,-45.288,-23.132,-42.542
-0.072,0.473,1.167,-48.645,-27.527,-44.8
-0.119,0.454,1.089,-46.143,-37.659,-46.57
-0.163,0.411,1.002,-38.391,-48.462,-52.673
-0.153,0.395,1.032,-29.053,-51.819,-64.941
-0.111,0.342,1.048,-17.029,-46.143,-76.172
-0.081,0.275,1.033,-5.737,-34.18,-78.979
-0.048,0.191,1.013,1.587,-19.348,-75.562
-0.013,0.147,1.024,5.066,-3.723,-70.435
-0.001,0.152,1.014,6.592,10.864,-64.087
0.005,0.143,0.989,4.639,20.996,-59.753
0.034,0.13,0.972,-1.404,22.4,-60.913
0.125,0.164,0.954,-9.521,14.221,-64.575
0.211,0.254,0.936,-14.771,2.075,-63.904
0.162,0.298,0.911,-14.771,-10.254,-51.697
0.002,0.221,0.845,-11.902,-17.944,-25.452
-0.316,0.033,0.772,-10.315,-19.836,9.888
-0.538,-0.24,0.629,-13.062,-19.287,42.358
-0.719,-0.635,0.298,-21.606,-18.372,59.326
-0.82,-0.972,0.087,-31.494,-1.587,64.331
-0.975,-1.532,-0.279,-24.048,5.615,66.04
-1.13,-2.152,-0.539,-1.16,4.883,53.528
-1.178,-2.586,-0.628,33.813,7.935,-1.648
-0.614,-2.874,-0.394,89.722,-0.732,-105.042
0.254,-3.173,0.385,168.701,-44.617,-218.567
1.075,-2.945,1.052,234.253,-89.722,-293.579
1.724,-2.167,1.313,265.137,-71.777,-316.04
2.135,-1.328,1.31,230.408,51.086,-280.029
2.259,-0.906,1.308,148.56,213.867,-187.622
2.238,-0.875,1.002,61.523,318.97,-68.909
1.677,-0.914,0.758,-3.845,326.233,38.757
0.947,-0.801,0.676,-34.912,265.015,113.159
0.564,-0.76,0.705,-43.945,167.053,146.24
0.125,-0.786,0.73,-47.485,32.349,149.231
-0.131,-0.86,0.93,-50.354,-96.741,144.104
-0.404,-0.783,1.066,-51.27,-192.81,130.188
-0.508,-0.635,1.18,-54.199,-221.68,115.845
-0.506,-0.536,1.199,-58.044,-200.256,102.234
-0.523,-0.508,1.067,-62.561,-161.194,89.844
-0.455,-0.518,0.991,-62.927,-114.014,81.665
-0.377,-0.501,0.949,-52.551,-76.294,72.327
-0.342,-0.469,0.862,-39.795,-53.589,61.401
-0.315,-0.467,0.851,-32.776,-39.368,52.124
-0.269,-0.452,0.787,-30.518,-32.776,38.208
-0.276,-0.458,0.707,-26.672,-33.142,21.179
-0.292,-0.45,0.659,-15.015,-30.823,2.563
-0.231,-0.462,0.651,3.418,-23.376,-20.142
-0.071,-0.553,0.743,24.17,-15.564,-36.865
0.045,-0.584,0.882,42.236,-12.207,-33.569
0.055,-0.662,0.993,53.101,-11.047,-17.151
0.039,-0.737,1.054,51.941,-5.005,-4.517
0.054,-0.816,1.07,39.368,4.456,2.502
0.05,-0.862,1.045,23.987,8.057,8.057
0.055,-0.842,0.998,11.169,8.301,12.39
0.083,-0.699,0.978,2.502,13.062,11.108
0.122,-0.603,0.908,0.977,22.156,9.155
0.17,-0.542,0.817,6.409,28.015,11.963
0.206,-0.487,0.747,18.311,25.94,16.418
0.243,-0.482,0.73,33.325,17.7,20.386
0.27,-0.558,0.756,44.556,5.31,25.757
0.257,-0.636,0.809,46.875,-7.751,33.386
0.238,-0.647,0.896,38.574,-17.029,40.588
0.232,-0.605,0.945,23.865,-20.142,45.898
0.262,-0.502,0.974,7.202,-15.991,49.377
0.224,-0.391,0.98,-3.479,-6.348,55.115
0.199,-0.267,0.963,-7.324,6.409,64.026
0.17,-0.147,0.898,-6.409,14.221,70.129
0.13,-0.112,0.824,-1.16,16.785,72.51
0.102,-0.118,0.776,6.226,16.602,71.472
0.07,-0.105,0.775,15.381,12.756,66.04
0.067,-0.074,0.801,25.574,7.935,59.326
0.043,-0.038,0.861,34.546,2.258,53.833
0.023,0.014,0.937,39.612,-0.305,48.096
0.036,0.07,1.003,41.748,2.319,42.847
0.047,0.113,1.074,42.664,5.188,41.321
0.047,0.121,1.088,41.138,7.263,42.419
0.043,0.148,1.088,37.842,10.376,42.786
0.081,0.156,1.088,34.912,16.052,41.87
0.11,0.173,1.065,32.227,23.254,39.001
0.145,0.174,1.029,30.823,29.419,37.598
0.176,0.181,1.031,30.396,31.738,36.987
0.165,0.193,1.031,30.396,33.081,35.828
0.177,0.22,1.032,30.762,36.194,33.691
0.178,0.188,1.028,32.898,37.354,32.104
0.207,0.159,1.008,35.339,33.997,31.067
0.239,0.158,1.045,38.94,29.297,28.87
0.281,0.167,1.129,44.617,24.963,29.175
0.297,0.174,1.155,41.443,30.701,32.654
0.267,0.19,1.178,35.889,38.757,37.598
0.218,0.16,1.159,29.114,44.617,42.847
0.187,0.154,1.147,19.592,42.603,43.091
0.157,0.144,1.14,9.827,32.959,38.33
0.161,0.132,1.128,-0.427,18.127,29.968
0.183,0.099,1.101,-9.827,3.906,19.348
0.217,0.09,1.097,-16.113,-5.127,10.437
0.228,0.108,1.096,-16.724,-8.911,5.859
0.212,0.143,1.1,-13.611,-7.324,4.944
0.178,0.191,1.114,-10.01,-3.601,5.554
0.132,0.225,1.116,-8.301,-1.038,5.493
0.082,0.253,1.103,-8.423,-0.427,2.136
0.085,0.277,1.085,-9.521,-1.221,-4.944
0.112,0.296,1.087,-10.559,-5.859,-14.282
0.133,0.322,1.107,-10.498,-14.954,-23.499
0.128,0.362,1.139,-10.315,-22.461,-31.372
0.1,0.397,1.164,-12.207,-22.705,-38.757
0.097,0.414,1.176,-15.076,-18.982,-45.166
0.083,0.433,1.179,-18.066,-18.433,-49.011
0.051,0.459,1.139,-21.667,-20.142,-50.171
0.053,0.504,1.062,-25.085,-20.264,-50.903
0.069,0.54,0.997,-27.344,-16.174,-53.04
0.115,0.582,0.949,-27.405,-8.728,-56.335
0.133,0.601,0.893,-26.917,-2.319,-60.486
0.131,0.61,0.884,-27.222,1.77,-65.43
0.142,0.596,0.887,-25.635,0.061,-70.862
0.173,0.555,0.863,-22.583,-6.775,-75.073
0.145,0.537,0.892,-18.005,-19.836,-79.041
0.113,0.512,0.927,-10.132,-32.227,-82.153
0.048,0.465,0.982,-1.16,-39.185,-85.938
-0.002,0.421,1.039,5.859,-32.715,-90.515
0.039,0.437,1.124,10.376,-18.555,-92.102
0.05,0.485,1.236,13.184,-8.667,-89.05
0.014,0.487,1.293,11.108,2.197,-82.458
-0.04,0.415,1.282,0.183,11.353,-75.5
-0.063,0.328,1.221,-16.907,11.353,-68.42
-0.087,0.246,1.119,-33.997,-0.488,-58.044
-0.164,0.092,1.003,-45.288,-23.804,-37.72
-0.263,-0.124,0.845,-48.462,-51.941,-4.028
-0.481,-0.48,0.683,-45.593,-84.473,40.649
-0.857,-1.018,0.506,-37.659,-123.84,88.806
-1.303,-1.818,0.076,-19.958,-151.123,122.437
-1.81,-2.471,-0.085,9.094,-145.508,119.69
-1.997,-2.984,-0.363,56.58,-111.023,49.5
-1.756,-3.231,-0.232,107.056,-38.33,-88.135
-0.865,-3.333,0.373,157.349,29.297,-231.689
0.347,-3.726,0.796,210.144,42.48,-319.763
1.442,-3.476,1.077,237.915,27.527,-345.947
2.165,-2.443,1.171,226.318,79.712,-306.702
2.236,-1.346,1.114,183.899,224.365,-205.811
2.203,-0.911,0.819,125.0,380.737,-55.298
1.737,-0.772,0.472,64.514,433.105,88.501
1.004,-0.645,0.216,23.315,351.624,178.467
0.405,-0.579,0.221,2.441,199.768,196.899
0.068,-0.624,0.42,-9.094,30.64,164.551
-0.056,-0.756,0.769,-11.414,-114.563,119.202
-0.093,-0.793,0.988,-15.564,-208.374,79.041
-0.062,-0.907,1.11,-28.076,-229.37,60.12
-0.058,-0.957,1.11,-43.518,-191.895,65.552
-0.141,-0.915,0.97,-53.589,-131.042,81.848
-0.268,-0.893,0.794,-54.382,-76.721,92.041
-0.325,-0.839,0.663,-49.011,-40.649,89.844
-0.395,-0.778,0.54,-39.795,-27.1,75.378
-0.447,-0.724,0.453,-32.898,-26.489,55.42
-0.437,-0.724,0.44,-31.738,-26.672,32.043
-0.405,-0.733,0.454,-33.386,-34.241,6.958
-0.32,-0.679,0.468,-36.804,-48.645,-12.085
-0.265,-0.609,0.48,-40.405,-62.927,-24.963
-0.219,-0.542,0.493,-38.574,-68.298,-32.043
-0.207,-0.53,0.539,-29.114,-62.134,-33.752
-0.202,-0.541,0.586,-17.334,-48.462,-35.4
-0.185,-0.562,0.634,-8.606,-32.593,-40.527
-0.13,-0.609,0.683,-1.099,-17.517,-44.8
-0.061,-0.685,0.738,8.118,-7.08,-41.626
-0.002,-0.747,0.766,18.372,-2.808,-32.898
0.053,-0.734,0.829,27.344,2.258,-21.851
0.088,-0.683,0.911,34.973,11.475,-10.132
0.115,-0.684,0.956,40.466,25.208,1.038
0.167,-0.664,0.978,39.49,41.504,10.986
0.196,-0.614,0.984,35.583,52.551,18.311
0.173,-0.555,0.951,32.104,56.03,22.888
0.133,-0.505,0.962,29.114,57.922,24.902
0.185,-0.426,0.965,23.987,59.082,23.376
0.254,-0.358,0.956,18.677,55.298,22.766
0.336,-0.339,0.921,15.564,45.898,26.062
0.4,-0.301,0.904,16.907,38.086,30.09
0.43,-0.223,0.914,22.156,34.851,33.813
0.451,-0.207,0.906,30.029,34.79,37.659
0.457,-0.225,0.932,37.231,34.607,42.786
0.465,-0.279,0.954,42.175,36.438,49.744
0.452,-0.3,1.02,42.542,38.513,56.03
0.425,-0.238,1.131,36.011,41.992,62.317
0.378,-0.164,1.179,25.269,47.546,68.481
0.281,-0.106,1.189,13.184,50.964,73.12
0.267,-0.084,1.146,3.418,48.706,73.181
0.245,-0.013,1.111,-2.686,42.664,64.697
0.269,0.049,1.064,-6.104,39.856,52.612
0.315,0.082,1.028,-6.714,34.119,42.48
0.373,0.071,0.982,-3.967,24.78,36.072
0.418,0.073,0.973,-0.183,19.592,33.508
0.443,0.076,0.982,5.798,20.569,34.912
0.431,0.077,0.98,12.39,25.879,40.222
0.416,0.04,1.012,18.921,33.203,46.875
0.382,0.038,1.043,23.743,39.551,49.133
0.38,0.033,1.071,24.719,44.128,46.448
0.405,0.043,1.094,21.79,41.382,41.199
0.412,0.055,1.112,16.968,33.569,36.499
0.414,0.079,1.135,11.78,24.353,34.79
0.39,0.072,1.106,8.24,18.494,35.706
0.392,0.046,1.054,5.432,18.188,36.926
0.407,0.033,1.021,3.845,21.118,36.804
0.414,0.009,0.973,3.845,22.583,36.377
0.437,-0.002,0.941,3.174,20.447,35.889
0.439,-0.007,0.914,2.075,14.038,34.241
0.453,-0.012,0.905,0.549,5.249,32.41
0.445,-0.024,0.916,-0.488,-4.395,30.334
0.442,-0.03,0.93,0.183,-11.169,28.32
0.433,0.015,1.001,2.625,-8.85,25.696
0.418,0.048,1.025,5.188,-5.798,29.297
0.384,0.092,1.047,6.104,-4.7,34.241
0.344,0.151,1.082,3.967,-5.127,35.95
0.317,0.205,1.105,0.183,-8.545,32.898
0.285,0.242,1.125,-5.676,-14.404,26.978
0.268,0.282,1.136,-12.939,-21.606,18.86
0.278,0.315,1.145,-19.409,-29.602,10.559
0.292,0.332,1.156,-23.132,-38.086,3.54
0.286,0.352,1.175,-24.292,-45.227,-2.075
0.291,0.388,1.219,-23.437,-46.753,-5.676
0.284,0.404,1.229,-21.484,-42.542,-7.935
0.272,0.417,1.21,-20.081,-33.325,-8.301
0.279,0.437,1.188,-20.874,-20.63,-8.728
0.281,0.463,1.149,-23.804,-11.78,-10.803
0.281,0.479,1.123,-29.541,-11.414,-14.099
0.237,0.499,1.073,-38.391,-17.883,-18.372
0.217,0.531,1.039,-46.692,-25.146,-23.804
0.208,0.568,0.999,-50.598,-30.823,-32.349
0.237,0.583,0.952,-49.5,-31.128,-42.908
0.285,0.581,0.874,-45.105,-30.579,-52.795
0.353,0.581,0.866,-37.048,-33.813,-59.692
0.36,0.577,0.88,-27.771,-38.086,-62.561
0.322,0.574,0.898,-21.179,-39.429,-62.134
0.339,0.595,0.898,-15.686,-38.574,-62.317
0.256,0.674,1.02,-8.789,-38.33,-62.195
0.113,0.8,1.143,-1.587,-36.682,-55.969
-0.023,0.923,1.211,-0.061,-25.696,-43.152
-0.199,0.979,1.197,-10.437,-7.324,-29.907
-0.341,0.844,1.069,-31.189,3.662,-20.02
-0.462,0.473,0.847,-56.152,-9.338,-12.695
-0.573,0.019,0.663,-74.219,-48.828,-7.324
-0.711,-0.492,0.558,-78.613,-104.736,0.061
-0.942,-1.205,0.328,-65.552,-165.833,15.808
-1.037,-2.012,0.107,-31.799,-191.467,33.813
-1.277,-2.601,-0.06,26.367,-189.819,37.231
-1.339,-2.99,-0.219,97.412,-161.56,13.794
-1.208,-3.276,-0.132,157.471,-107.971,-53.833
-0.683,-3.325,0.372,200.806,-39.734,-159.18
0.266,-3.308,1.097,223.877,36.011,-255.981
1.341,-2.822,1.51,219.116,98.328,-310.608
1.762,-2.045,1.301,185.669,152.466,-301.636
1.846,-1.334,1.026,122.437,247.681,-202.942
1.68,-1.014,0.596,62.012,332.642,-66.956
1.313,-0.897,0.261,27.039,368.347,44.128
0.743,-0.788,0.113,13.916,323.608,109.497
0.331,-0.763,0.105,12.878,212.28,131.287
0.074,-0.802,0.214,10.01,70.007,121.155
0.0,-0.851,0.336,2.319,-66.895,93.933
-0.013,-0.855,0.481,-7.629,-161.743,67.139
-0.037,-0.877,0.591,-14.709,-202.759,52.063
-0.095,-0.939,0.687,-16.602,-195.679,49.011
-0.18,-0.968,0.729,-16.296,-164.49,44.434
-0.279,-0.968,0.745,-17.578,-126.831,35.522
-0.326,-0.907,0.755,-24.17,-87.585,26.367
-0.317,-0.829,0.747,-32.715,-56.03,19.592
-0.301,-0.771,0.705,-38.94,-38.208,17.517
-0.276,-0.718,0.65,-39.978,-33.875,19.592
-0.273,-0.666,0.628,-35.522,-38.635,20.142
-0.285,-0.645,0.642,-26.978,-45.532,15.93
-0.247,-0.61,0.671,-17.639,-50.293,6.042
-0.174,-0.537,0.765,-8.972,-47.668,-5.859
-0.089,-0.498,0.831,0.0,-38.391,-12.756
0.015,-0.503,0.875,10.01,-28.381,-10.132
0.08,-0.509,0.919,18.433,-17.639,-1.526
0.11,-0.508,0.947,25.024,-6.836,8.423
0.11,-0.507,0.98,29.724,5.127,16.785
0.127,-0.503,1.001,31.25,17.273,21.851
0.157,-0.531,1.001,31.311,24.475,23.437
0.193,-0.536,1.006,31.372,23.499,24.475
0.198,-0.59,1.045,31.372,18.616,25.696
0.237,-0.618,1.101,27.771,15.015,25.879
0.244,-0.566,1.114,20.081,13.672,24.658
0.25,-0.503,1.113,11.902,16.418,27.527
0.272,-0.417,1.075,7.629,25.513,33.813
0.332,-0.297,1.033,8.606,37.781,36.072
0.38,-0.152,0.975,10.986,49.622,33.875
0.428,-0.03,0.937,13.306,54.138,32.776
0.445,-0.031,0.894,15.991,46.692,33.569
0.46,-0.119,0.859,17.578,32.227,34.058
0.46,-0.196,0.843,18.127,18.982,30.273
0.488,-0.224,0.872,19.653,11.536,26.123
0.486,-0.219,0.911,21.667,6.47,25.513
0.481,-0.225,0.926,24.536,2.014,30.64
0.463,-0.237,0.949,26.794,-1.709,39.307
0.425,-0.177,1.001,28.259,-2.991,48.95
0.347,-0.162,1.01,29.236,-2.258,57.373
0.269,-0.121,0.991,24.902,2.136,57.983
0.248,-0.093,0.979,15.686,12.756,52.49
0.278,-0.121,0.925,7.263,16.785,46.021
0.282,-0.12,0.933,2.808,7.935,41.138
0.313,-0.14,0.923,4.15,-5.92,39.673
0.297,-0.121,0.953,7.324,-17.822,38.635
0.285,-0.063,0.972,10.498,-19.897,39.307
0.276,0.005,0.999,14.221,-12.207,44.006
0.262,0.008,1.024,19.592,-0.549,53.406
0.218,-0.001,1.008,27.039,9.888,61.646
0.214,0.024,1.085,32.959,21.729,65.125
0.201,0.004,1.106,38.452,24.902,63.965
0.229,0.034,1.188,39.612,24.719,59.204
0.256,0.105,1.251,36.255,24.231,53.833
0.268,0.153,1.285,30.823,22.705,52.124
0.254,0.185,1.293,23.865,19.531,53.65
0.222,0.212,1.299,17.578,13.062,55.786
0.158,0.231,1.308,13.367,6.592,55.42
0.129,0.246,1.303,8.85,1.709,50.415
0.124,0.273,1.293,1.404,-1.648,41.748
0.12,0.298,1.264,-6.958,-5.127,33.203
0.123,0.326,1.223,-14.404,-10.315,27.1
0.114,0.353,1.178,-20.447,-17.578,22.4
0.083,0.352,1.134,-25.269,-25.757,17.212
0.055,0.36,1.108,-29.236,-31.311,8.85
0.044,0.368,1.092,-31.372,-33.142,-1.343
0.067,0.373,1.072,-31.25,-33.02,-10.803
0.08,0.376,1.062,-29.358,-32.959,-18.311
0.103,0.382,1.066,-26.733,-31.738,-22.644
0.101,0.392,1.065,-23.926,-28.687,-23.437
0.105,0.414,1.06,-20.081,-23.315,-21.545
0.085,0.436,1.058,-14.526,-14.404,-20.081
0.056,0.461,1.109,-2.747,8.423,-27.771
0.055,0.45,1.102,-6.775,9.216,-36.926
0.088,0.439,1.082,-17.212,1.038,-46.997
0.131,0.428,1.04,-28.564,-9.583,-57.922
0.179,0.417,0.987,-36.438,-19.836,-67.871
0.197,0.41,0.938,-38.635,-27.222,-75.439
0.235,0.416,0.888,-33.936,-28.809,-80.994
0.293,0.422,0.877,-22.644,-24.475,-83.862
0.326,0.459,0.914,-7.263,-15.015,-79.285
0.334,0.555,0.932,8.972,-0.549,-67.2
0.319,0.734,0.974,23.682,18.25,-52.185
0.252,0.871,1.015,33.142,40.588,-41.077
0.115,0.875,0.986,29.114,58.777,-37.231
0.004,0.777,0.921,9.949,55.115,-34.79
-0.117,0.538,0.774,-11.719,26.123,-29.785
