aX,aY,aZ,gX,gY,gZ
-0.429,-0.147,0.091,-45.593,152.954,-47.119
-0.437,-0.298,-0.049,-60.059,152.893,-38.635
-0.451,-0.342,-0.18,-67.627,147.461,-28.381
-0.485,-0.432,-0.329,-60.974,140.503,-21.484
-0.466,-0.5,-0.431,-41.26,133.606,-18.982
-0.472,-0.353,-0.457,-16.846,123.108,-18.555
-0.444,-0.147,-0.427,7.324,107.117,-24.353
-0.324,-0.118,-0.373,30.334,94.91,-41.992
-0.176,-0.29,-0.498,18.25,82.336,-50.964
-0.149,-0.307,-0.573,-15.259,74.158,-36.194
-0.123,-0.329,-0.67,-44.739,63.354,-19.287
-0.141,-0.369,-0.7,-62.988,52.368,-6.287
-0.075,-0.385,-0.729,-45.41,29.297,7.812
-0.103,-0.342,-0.748,-16.602,18.494,10.132
-0.114,-0.23,-0.753,12.634,7.141,11.902
-0.071,-0.094,-0.73,36.011,-7.08,10.071
-0.037,-0.047,-0.743,53.955,-21.606,4.517
-0.036,0.011,-0.787,59.631,-35.889,2.991
-0.0,0.092,-0.779,56.213,-47.791,3.418
-0.016,0.094,-0.762,51.88,-58.96,2.014
-0.066,0.045,-0.714,44.617,-68.848,2.136
-0.084,-0.018,-0.643,35.4,-72.998,2.686
-0.146,-0.142,-0.628,30.029,-73.669,3.723
-0.26,-0.38,-0.719,28.809,-75.195,8.362
-0.35,-0.49,-0.783,26.672,-80.078,19.165
-0.435,-0.537,-0.868,29.114,-88.44,31.677
-0.488,-0.542,-0.979,36.133,-100.83,40.527
-0.578,-0.528,-1.106,45.044,-114.624,44.128
-0.81,-0.398,-1.257,53.406,-145.935,42.786
-1.006,-0.385,-1.147,44.006,-168.945,41.687
-1.017,-0.473,-0.708,26.733,-194.885,44.678
-0.953,-0.479,-0.143,11.597,-218.323,53.04
-0.858,-0.396,0.499,13.123,-234.558,62.195
-0.726,-0.288,1.154,38.635,-242.554,64.27
-0.612,-0.096,1.736,75.256,-246.216,57.617
-0.43,0.137,2.296,105.652,-235.535,46.57
-0.27,0.324,2.798,113.098,-221.619,36.316
-0.193,0.447,3.071,96.924,-203.613,32.532
-0.015,0.425,3.256,69.58,-174.316,28.198
-0.041,0.318,3.349,35.034,-148.682,27.283
-0.022,0.142,3.528,-2.014,-124.817,42.969
0.263,0.069,3.997,-11.414,-105.164,54.016
0.51,-0.091,4.0,27.1,-106.75,23.01
0.212,0.353,3.769,51.208,-137.817,-29.175
0.374,0.285,3.591,58.716,-102.295,-2.38
0.409,0.459,3.399,33.02,-44.556,9.827
0.443,0.404,3.169,12.878,-7.08,10.132
0.18,0.354,2.858,-6.287,-2.075,-1.343
0.1,0.247,2.767,-23.926,6.104,-3.967
0.161,0.011,2.89,-37.659,20.142,5.127
0.183,-0.054,3.002,-37.231,28.381,7.629
0.179,-0.082,3.02,-19.226,35.767,2.136
0.197,-0.006,3.013,-0.366,45.837,-2.991
0.2,0.08,2.946,9.216,62.683,-7.263
0.15,0.164,2.834,4.333,82.092,-8.545
0.08,0.208,2.711,-16.174,97.534,-8.362
0.051,0.118,2.601,-45.166,105.469,-7.507
0.063,0.015,2.536,-72.51,106.873,-4.456
0.038,-0.041,2.434,-84.9,105.53,-2.747
0.053,-0.093,2.333,-82.947,107.178,-3.906
0.042,-0.058,2.16,-74.707,108.276,-6.348
0.025,0.078,1.963,-64.88,110.535,-8.789
0.007,0.175,1.773,-57.983,114.685,-10.254
0.001,0.149,1.657,-54.138,121.155,-10.193
0.004,0.031,1.603,-48.462,128.479,-6.165
-0.018,-0.027,1.546,-37.048,136.292,-1.404
-0.145,0.015,1.426,-19.836,142.456,-0.854
-0.178,0.091,1.326,-2.808,144.043,-3.357
-0.185,0.198,1.282,13.0,143.982,-12.146
-0.216,0.213,1.181,25.574,142.273,-23.132
-0.247,0.206,1.057,27.283,141.907,-29.48
-0.341,0.356,0.976,10.376,140.076,-33.386
-0.29,0.343,0.893,-12.268,136.963,-45.593
-0.265,0.184,0.814,-30.518,141.235,-58.96
-0.307,-0.071,0.625,-48.767,147.461,-62.195
-0.32,-0.214,0.439,-70.374,147.766,-53.833
-0.349,-0.243,0.282,-90.698,143.311,-41.504
-0.407,-0.268,0.112,-98.206,137.329,-34.546
-0.464,-0.3,-0.075,-93.445,130.31,-32.349
-0.438,-0.337,-0.226,-81.116,121.399,-32.715
-0.302,-0.206,-1.277,43.152,54.199,-32.532
-0.262,-0.243,-1.411,31.006,32.227,-26.733
-0.18,-0.276,-1.374,14.465,7.751,-18.677
-0.068,-0.367,-1.211,2.38,-15.259,-11.414
0.076,-0.455,-0.985,-2.991,-36.682,-1.221
0.15,-0.453,-0.792,-2.563,-52.429,14.648
0.163,-0.332,-0.63,3.113,-61.035,32.41
0.132,-0.182,-0.55,16.846,-64.636,42.603
0.05,-0.047,-0.541,36.011,-65.125,42.542
-0.054,0.03,-0.548,53.223,-64.148,37.842
-0.17,0.064,-0.592,63.049,-65.491,31.494
-0.236,-0.02,-0.671,67.749,-71.411,24.353
-0.249,-0.212,-0.682,72.327,-77.881,17.822
-0.298,-0.383,-0.663,74.951,-87.097,20.447
-0.338,-0.479,-0.651,76.843,-98.755,29.236
-0.261,-0.289,-0.514,100.22,-118.347,36.743
-0.333,-0.219,-0.478,118.713,-126.465,30.579
-0.414,-0.092,-0.35,117.676,-137.39,29.724
-0.435,0.025,-0.12,94.177,-150.146,33.264
-0.46,0.017,0.14,69.824,-159.241,33.813
-0.46,0.025,0.407,53.284,-166.138,34.302
-0.321,-0.064,0.712,50.537,-175.964,31.738
-0.137,-0.128,1.04,60.73,-184.998,25.269
0.043,-0.008,1.404,77.393,-179.138,20.508
-0.057,0.053,2.07,29.175,-139.648,7.446
-0.022,-0.117,2.368,-8.606,-134.521,18.799
0.03,-0.285,2.678,-23.804,-130.371,29.175
0.129,-0.251,2.948,-13.489,-128.967,30.884
0.173,-0.083,3.041,13.489,-127.38,22.339
0.488,0.052,3.427,47.119,-118.347,5.859
0.225,0.027,2.84,69.214,-122.559,-16.174
0.309,0.084,2.766,61.218,-73.608,-36.072
0.127,0.023,2.581,33.997,-69.885,-36.133
-0.017,-0.122,2.521,7.507,-70.129,-31.677
0.024,-0.255,2.711,-16.235,-68.726,-8.85
0.103,-0.166,2.903,-6.775,-63.66,-0.122
0.27,-0.031,3.017,9.521,-50.537,4.456
0.396,0.078,3.016,26.794,-33.936,-4.517
0.286,0.154,2.908,24.536,-20.264,-9.399
0.219,0.156,2.873,2.319,-1.404,-0.122
0.182,0.06,2.823,-19.592,19.226,8.911
0.08,0.021,2.754,-31.128,33.997,11.23
0.045,-0.004,2.663,-33.203,43.762,8.911
0.09,-0.0,2.481,-29.663,55.664,1.465
0.135,0.031,2.415,-32.41,60.608,3.174
0.147,0.055,2.294,-35.828,64.636,1.343
0.14,0.071,2.225,-42.419,70.129,-0.977
0.142,0.067,2.2,-52.49,74.585,-2.136
0.172,-0.009,2.204,-60.73,82.336,-3.723
0.218,-0.124,2.191,-64.148,93.445,-3.052
0.229,-0.262,2.12,-60.547,107.849,1.77
-0.034,0.065,1.868,-39.917,150.635,42.542
-0.105,0.502,1.765,-25.635,154.48,-5.432
-0.056,0.219,1.63,-11.841,155.151,-44.983
-0.045,0.065,1.484,-14.771,160.156,-64.087
-0.13,0.056,1.275,-34.79,167.908,-62.012
-0.282,-0.187,0.628,-87.219,172.058,-49.561
-0.338,-0.275,0.456,-93.689,167.542,-45.41
-0.369,-0.395,0.331,-95.947,162.415,-35.645
-0.414,-0.547,-0.035,-61.279,143.616,-0.427
-0.408,-0.442,-0.088,-32.104,141.724,3.174
-0.434,0.03,-0.19,6.042,125.61,-5.92
-0.336,0.071,-0.223,6.531,112.061,-20.02
-0.18,-0.021,-0.254,-2.441,97.717,-31.25
-0.058,-0.088,-0.311,-15.808,85.022,-31.738
-0.022,-0.081,-0.396,-27.283,74.951,-25.696
-0.039,-0.138,-0.488,-32.654,64.819,-19.714
-0.024,-0.212,-0.545,-31.189,54.504,-14.832
0.025,-0.17,-0.538,-24.414,45.471,-12.634
0.05,-0.1,-0.511,-9.888,39.673,-14.221
-0.001,-0.03,-0.521,7.751,37.354,-18.188
-0.022,0.014,-0.733,25.391,15.747,-30.64
-0.058,-0.069,-1.085,16.602,6.47,-24.902
-0.078,-0.23,-1.253,12.878,-12.39,-22.827
-0.081,-0.392,-1.37,9.521,-31.433,-18.982
-0.167,-0.45,-1.484,19.47,-62.256,2.869
-0.337,-0.34,-1.508,28.625,-74.524,15.015
-0.406,-0.239,-1.427,32.654,-88.928,22.949
-0.483,-0.221,-1.305,33.386,-106.75,27.893
-0.495,-0.18,-1.071,30.212,-125.061,36.682
-0.326,-0.21,-0.589,41.382,-152.588,40.344
-0.228,-0.228,-0.446,53.223,-157.104,38.879
-0.203,-0.18,-0.346,61.34,-156.372,36.56
-0.238,-0.079,-0.242,66.895,-152.954,32.227
-0.334,-0.123,-0.246,71.045,-149.292,30.823
-0.418,-0.147,-0.185,62.561,-151.367,36.865
-0.5,-0.058,0.001,46.631,-159.546,48.706
-0.569,-0.054,0.26,45.105,-170.593,53.223
-0.556,-0.119,0.593,60.608,-178.894,49.561
-0.461,-0.076,0.968,87.769,-178.65,41.016
-0.368,0.003,1.294,122.131,-178.406,23.132
-0.229,0.195,1.582,142.883,-178.772,6.653
-0.174,0.359,1.729,134.521,-176.453,-6.958
-0.166,0.392,1.875,94.91,-166.016,-14.343
-0.296,-0.141,2.159,7.141,-142.517,-2.93
-0.255,-0.406,2.436,-15.503,-140.991,11.536
-0.068,-0.527,2.712,-11.963,-145.447,26.367
-0.067,-0.36,3.071,5.005,-162.17,35.95
0.028,-0.399,3.492,37.048,-166.199,26.611
0.587,-0.398,4.0,62.5,-158.936,11.658
0.28,-0.073,4.0,77.087,-186.768,-29.724
0.451,-0.114,4.0,89.6,-148.56,-30.945
0.531,-0.01,4.0,58.594,-70.496,3.357
0.39,0.119,3.942,14.038,-28.076,18.372
0.316,-0.019,3.699,-17.334,-12.268,20.874
0.28,-0.161,3.495,-28.87,8.667,20.691
0.235,-0.118,3.317,-28.076,29.907,23.621
0.206,-0.07,3.094,-16.479,42.847,25.94
0.173,0.099,2.927,-5.127,52.673,26.55
0.173,0.248,2.84,1.953,62.5,20.63
0.235,0.266,2.769,3.845,73.12,10.01
0.237,0.242,2.608,0.793,88.135,0.732
0.201,0.224,2.454,-9.705,104.98,-3.418
0.103,0.14,2.243,-25.513,116.272,-6.287
0.039,0.008,2.041,-43.396,120.056,-7.812
0.016,-0.07,1.909,-59.387,118.103,-5.554
-0.052,-0.148,1.67,-66.406,108.337,0.305
-0.026,-0.105,1.605,-63.477,104.187,-0.549
-0.042,-0.132,1.518,-59.265,105.042,-1.831
0.017,-0.015,1.56,-31.006,115.417,0.671
0.016,-0.029,1.547,-11.902,117.737,-8.179
0.038,-0.04,1.561,4.333,119.568,-18.127
0.044,-0.039,1.512,15.625,120.544,-24.78
0.002,-0.063,1.393,21.057,123.779,-28.076
-0.018,0.027,1.272,19.775,128.845,-25.574
-0.044,0.095,1.111,12.146,133.911,-24.597
-0.111,0.042,0.883,-4.7,139.221,-25.635
-0.172,-0.089,0.619,-31.494,143.372,-17.7
-0.203,-0.151,0.426,-59.814,142.639,-3.967
-0.201,-0.212,0.27,-76.599,136.658,6.47
-0.177,-0.24,0.133,-80.566,128.357,12.024
-0.152,-0.178,0.02,-77.148,120.483,15.137
-0.181,-0.084,-0.052,-68.787,112.366,15.747
-0.278,-0.03,-0.144,-58.228,103.455,13.123
-0.375,0.02,-0.156,-49.622,92.834,4.517
-0.304,-0.014,-0.037,-43.457,79.895,-11.78
-0.177,-0.119,0.08,-40.649,66.895,-29.663
-0.108,-0.286,0.095,-44.678,60.486,-35.889
-0.036,-0.452,0.013,-47.119,62.134,-35.095
0.004,-0.594,-0.155,-41.931,63.904,-29.236
-0.001,-0.631,-0.35,-32.104,62.805,-19.714
-0.005,-0.516,-0.516,-14.893,60.608,-10.437
-0.025,-0.341,-0.677,11.963,56.763,-3.723
-0.087,-0.154,-0.817,39.246,49.194,0.305
-0.135,0.002,-0.915,55.481,39.185,-0.854
-0.114,0.16,-0.922,52.49,24.841,-2.197
-0.073,0.254,-0.888,35.95,9.338,-2.258
0.025,0.231,-0.85,19.653,-4.639,-6.348
0.114,0.118,-0.823,12.756,-14.16,-12.085
0.138,-0.033,-0.87,15.808,-20.508,-12.756
0.07,-0.051,-0.942,20.203,-27.039,-6.104
-0.016,-0.026,-0.989,25.757,-36.377,1.953
-0.114,-0.034,-0.983,30.579,-49.316,10.315
-0.177,0.018,-0.928,29.602,-65.369,18.555
-0.094,-0.003,-0.781,24.353,-83.191,23.499
-0.016,-0.167,-0.485,29.175,-105.225,29.785
-0.024,-0.293,-0.377,40.466,-106.567,40.527
-0.08,-0.315,-0.381,62.988,-103.455,46.387
-0.139,-0.231,-0.449,85.327,-100.647,45.898
-0.215,-0.102,-0.527,101.074,-101.624,39.49
-0.319,0.024,-0.54,104.37,-106.628,34.241
-0.4,0.122,-0.535,92.59,-116.577,34.851
-0.378,0.179,-0.465,78.918,-131.226,32.41
-0.34,0.235,-0.338,70.007,-148.743,27.893
-0.275,0.292,-0.062,64.148,-165.283,21.24
-0.182,0.165,0.245,70.374,-174.133,7.935
-0.142,0.033,0.591,76.904,-177.002,-2.258
-0.182,-0.08,0.835,75.134,-173.157,-3.174
-0.368,-0.142,1.075,59.814,-166.809,5.371
-0.445,-0.088,1.45,30.334,-161.56,24.353
-0.356,-0.088,1.828,6.958,-166.809,35.889
-0.207,-0.178,2.205,3.967,-173.767,30.09
-0.139,-0.192,2.516,19.897,-175.171,21.423
-0.035,-0.13,2.852,50.72,-166.199,11.902
0.174,-0.108,3.101,81.726,-155.579,-0.854
0.377,-0.022,3.16,95.581,-138.245,-11.597
0.251,0.087,2.953,81.543,-134.033,-12.939
0.01,-0.005,2.786,67.627,-108.154,-26.062
0.19,-0.139,2.874,38.025,-54.626,-21.118
0.115,-0.26,2.777,12.024,-55.969,-15.076
-0.032,-0.371,2.657,-3.906,-59.204,-10.254
0.092,-0.422,2.9,-19.104,-51.636,14.282
0.065,-0.28,2.913,-16.174,-58.411,17.517
0.189,0.01,3.044,8.362,-18.86,17.151
0.128,0.121,2.993,9.399,-5.005,10.864
0.168,0.061,2.89,8.728,6.958,3.601
0.133,0.008,2.822,6.409,24.048,-2.319
0.113,0.027,2.882,-2.808,37.659,1.953
0.192,0.032,2.958,-8.972,48.096,6.042
0.272,-0.005,2.908,-7.812,59.265,3.357
0.269,-0.078,2.759,-6.836,72.693,1.953
0.224,-0.058,2.534,-7.812,86.609,3.662
0.134,0.01,2.279,-10.498,98.022,5.432
0.079,-0.011,2.033,-16.785,105.53,6.287
0.001,-0.101,1.839,-30.396,106.812,10.437
-0.055,-0.24,1.721,-47.119,102.844,20.264
-0.077,-0.359,1.685,-56.519,100.525,32.349
-0.083,-0.331,1.723,-54.626,99.426,41.748
-0.098,-0.138,1.774,-46.265,96.863,40.527
-0.055,-0.014,1.846,-34.363,94.849,28.809
0.026,-0.041,1.903,-21.606,94.543,10.132
0.112,-0.104,1.945,-12.268,98.083,-4.211
0.148,-0.038,1.922,-7.202,106.079,-12.817
0.149,0.079,1.814,-3.601,113.892,-20.691
0.106,0.081,1.594,-4.333,120.85,-26.367
-0.076,-0.039,1.122,-37.231,126.343,-20.325
-0.109,-0.132,0.944,-56.946,123.779,-13.794
-0.137,-0.208,0.785,-67.993,120.544,-10.803
-0.142,-0.257,0.685,-68.665,117.981,-7.385
-0.149,-0.292,0.628,-62.012,116.394,-3.235
-0.107,-0.281,0.575,-50.537,120.056,0.61
-0.107,-0.203,0.514,-36.743,127.319,6.104
-0.134,-0.067,0.43,-22.4,131.775,10.071
-0.138,0.1,0.362,-10.071,133.24,8.179
-0.167,0.165,0.285,-3.052,134.277,2.075
-0.151,0.158,0.218,-3.479,136.963,-5.493
-0.145,0.166,0.108,-6.714,139.282,-13.306
-0.195,0.116,-0.073,-9.521,138.0,-21.973
-0.231,0.013,-0.297,-10.071,135.498,-30.884
-0.267,-0.215,-0.641,-18.433,121.338,-34.302
-0.251,-0.384,-0.779,-23.804,109.68,-30.823
-0.218,-0.432,-0.883,-26.611,97.229,-23.743
-0.218,-0.407,-1.007,-21.667,83.801,-16.541
-0.235,-0.367,-1.163,-8.911,69.214,-13.855
-0.263,-0.292,-1.305,6.287,52.917,-13.855
-0.228,-0.229,-1.395,18.799,31.128,-13.916
-0.16,-0.172,-1.433,27.039,6.836,-12.024
-0.151,-0.036,-1.391,27.222,-17.578,-7.935
-0.136,0.032,-1.305,20.386,-41.016,-7.568
-0.058,-0.017,-1.156,8.911,-62.317,-8.423
0.042,-0.107,-0.989,-3.357,-77.454,-2.93
0.101,-0.154,-0.862,-7.568,-85.022,7.324
0.047,-0.153,-0.786,0.549,-87.83,16.785
-0.083,-0.101,-0.749,18.127,-89.355,23.621
-0.169,-0.054,-0.717,37.476,-95.825,26.855
-0.229,-0.086,-0.672,52.856,-105.774,23.743
-0.267,-0.123,-0.644,60.181,-116.028,23.376
-0.394,-0.026,-0.656,48.279,-153.87,25.024
-0.473,-0.281,1.499,-2.502,-209.045,13.489
-0.479,-0.184,1.941,18.25,-207.458,13.428
-0.302,-0.216,2.377,44.617,-197.51,1.038
-0.137,-0.277,2.689,57.678,-181.03,-10.498
-0.061,-0.201,2.904,44.617,-156.799,-5.615
-0.035,-0.108,2.994,22.4,-130.859,3.418
-0.129,-0.134,2.888,4.456,-106.628,9.155
0.027,-0.12,3.396,-18.127,-92.712,18.25
-0.213,-0.384,3.178,-23.132,-115.479,21.362
-0.003,-0.363,3.466,-5.981,-82.275,12.878
0.224,-0.317,3.801,20.447,-81.543,18.372
0.396,-0.177,3.874,77.148,-92.896,-4.456
0.342,0.25,3.642,73.181,-62.195,1.953
0.382,0.367,3.491,49.133,-13.306,13.916
0.295,0.413,3.219,15.442,18.86,12.512
0.232,0.288,2.956,-18.127,41.504,13.733
0.143,0.154,2.769,-38.757,62.256,14.038
0.033,0.047,2.647,-46.509,73.975,17.029
0.148,0.017,2.594,-39.734,77.881,20.691
0.126,0.205,2.499,-18.066,78.064,9.766
0.082,0.344,2.435,-0.671,76.233,-3.296
0.109,0.326,2.43,-0.671,77.576,-13.245
0.145,0.27,2.438,-11.414,81.909,-20.447
0.111,0.28,2.439,-24.353,88.501,-23.926
0.03,0.16,2.378,-55.115,109.619,-30.762
0.016,0.055,2.313,-72.083,121.033,-29.053
-0.067,-0.045,2.213,-80.872,131.409,-26.062
-0.121,-0.132,2.12,-78.979,139.404,-25.757
-0.137,-0.232,2.021,-66.956,146.423,-28.198
-0.158,-0.315,1.833,-48.157,152.771,-31.433
-0.173,-0.358,1.638,-26.917,157.288,-31.494
-0.203,-0.369,1.424,-1.648,159.18,-30.212
-0.251,-0.302,1.214,21.606,157.898,-28.442
-0.353,-0.219,1.027,38.391,155.151,-28.015
-0.41,-0.187,0.887,46.387,149.719,-27.954
-0.381,-0.177,0.82,47.607,143.372,-27.954
-0.344,-0.07,0.812,43.579,137.024,-28.503
-0.304,-0.023,0.773,32.532,135.376,-28.992
-0.288,0.022,0.688,11.353,140.808,-28.076
-0.288,0.068,0.578,-18.494,147.522,-24.719
-0.299,-0.207,0.197,-68.848,157.166,-20.02
-0.301,-0.26,0.029,-82.947,154.236,-12.573
-0.313,-0.194,-0.49,-41.504,135.254,-18.005
-0.306,-0.129,-0.596,-15.32,123.779,-28.259
-0.299,-0.153,-0.679,3.906,110.474,-36.499
-0.224,-0.174,-0.715,9.033,95.642,-39.368
-0.135,-0.149,-0.726,5.371,81.787,-36.072
-0.084,-0.127,-0.778,1.953,70.801,-31.311
-0.013,-0.176,-0.887,5.798,56.274,-27.954
-0.006,-0.197,-0.965,10.071,47.852,-23.926
-0.054,-0.199,-1.059,12.695,36.621,-16.479
-0.148,-0.255,-1.226,8.911,8.301,1.404
-0.143,-0.257,-1.223,6.042,-10.559,11.658
-0.088,-0.236,-1.159,10.254,-30.762,16.968
-0.205,-0.094,-1.058,31.006,-65.369,21.729
-0.254,-0.052,-1.027,35.339,-80.627,23.071
-0.305,-0.003,-0.973,35.034,-96.13,19.47
-0.344,0.016,-0.803,31.433,-118.042,16.418
-0.339,0.022,-0.727,39.612,-124.878,12.573
-0.358,-0.141,-0.808,46.204,-151.978,11.536
-0.426,-0.17,-0.818,41.931,-162.659,17.212
-0.53,-0.188,-0.774,34.119,-172.18,24.658
-0.635,-0.108,-0.654,19.714,-181.824,34.485
-0.777,-0.045,-0.542,10.254,-191.589,38.025
-0.825,-0.013,-0.328,7.629,-206.116,35.645
-0.805,0.026,0.051,7.507,-223.999,32.104
-0.659,0.068,0.518,18.616,-239.807,24.719
-0.464,0.068,1.018,38.574,-252.136,13.428
-0.334,0.112,1.482,46.631,-256.409,7.385
-0.163,0.294,1.984,35.889,-241.638,10.193
-0.201,0.362,2.276,17.7,-218.872,13.855
-0.224,0.155,2.576,3.662,-191.895,15.381
-0.171,-0.244,3.096,3.906,-148.743,27.405
-0.017,-0.252,3.434,25.391,-136.597,32.227
0.061,-0.054,3.668,72.998,-134.949,8.911
0.495,0.002,3.838,66.895,-116.272,-7.568
0.324,0.045,3.982,41.748,-122.62,-43.396
0.146,-0.121,3.515,42.969,-91.797,-54.871
0.134,-0.327,3.235,12.39,-18.982,-5.493
-0.159,-0.24,2.998,-54.993,-6.47,25.391
-0.097,-0.197,3.077,-48.95,-6.531,29.297
0.037,0.045,3.192,7.446,3.601,12.878
0.08,0.144,3.194,26.062,13.0,4.7
0.139,0.192,3.181,32.227,30.64,-1.16
0.123,0.099,2.78,6.592,93.14,-5.249
0.104,0.068,2.682,-9.521,108.643,-3.784
0.133,-0.009,2.642,-26.55,118.713,-2.808
0.167,-0.041,2.59,-43.213,123.474,0.732
0.167,-0.015,2.542,-56.702,124.939,3.784
0.155,0.012,2.464,-63.477,125.732,2.075
0.096,-0.018,2.262,-62.927,128.113,-4.089
0.035,-0.095,2.134,-54.26,133.728,-3.906
-0.003,-0.071,1.996,-38.33,142.029,-3.296
-0.081,-0.025,1.82,-13.245,153.564,-8.545
-0.132,-0.028,1.608,13.672,165.344,-19.958
-0.22,0.062,1.461,31.494,172.119,-32.593
-0.276,0.088,1.323,33.447,176.331,-43.152
-0.335,0.079,1.148,16.418,181.335,-49.683
-0.397,0.019,0.98,-10.986,186.707,-48.889
-0.434,-0.155,0.745,-34.119,189.697,-46.082
-0.447,-0.26,0.524,-49.133,185.608,-41.565
-0.465,-0.242,0.369,-56.641,174.072,-31.555
-0.477,-0.173,0.249,-54.016,160.217,-22.705
-0.49,-0.094,0.151,-44.983,146.484,-20.386
-0.46,-0.06,0.098,-32.288,134.521,-20.569
-0.399,-0.013,0.075,-16.724,124.207,-24.536
-0.348,0.088,0.094,-0.488,114.868,-32.349
-0.335,0.178,0.126,11.23,107.727,-42.297
-0.295,0.089,0.099,8.423,104.98,-48.218
-0.189,-0.075,0.052,-10.559,107.361,-43.457
-0.148,-0.212,-0.037,-28.931,112.122,-34.668
-0.17,-0.331,-0.211,-36.377,115.845,-26.917
-0.214,-0.356,-0.391,-32.104,116.516,-20.752
-0.207,-0.311,-0.521,-19.043,112.549,-19.714
-0.156,-0.335,-0.661,2.991,106.384,-25.818
-0.133,-0.333,-0.819,22.888,96.68,-28.87
-0.114,-0.201,-0.901,31.982,82.092,-22.095
-0.087,-0.058,-0.983,33.813,65.186,-14.16
-0.066,0.07,-1.047,30.396,44.495,-11.414
-0.902,0.205,-0.892,6.348,-167.297,35.156
-1.118,0.039,-0.699,-29.663,-185.791,47.18
-1.152,-0.128,-0.22,-42.297,-216.187,52.673
-1.109,-0.172,0.38,-24.048,-249.878,55.054
-0.938,-0.06,1.098,19.836,-276.367,51.392
-0.858,0.146,1.814,69.519,-288.025,36.499
-0.792,0.323,2.559,96.008,-285.706,23.254
-0.61,0.452,3.274,76.904,-279.114,17.334
-0.26,0.367,3.892,32.349,-252.747,15.93
-0.059,0.214,4.0,-3.479,-203.918,19.531
-0.041,-0.003,4.0,-16.296,-147.522,25.94
-0.214,-0.132,3.999,-18.921,-102.783,34.302
0.268,-0.405,4.0,-0.61,-84.595,50.293
0.068,-0.234,4.0,23.01,-115.967,-1.038
-0.074,-0.021,3.792,89.294,-127.075,-34.424
0.22,0.044,3.702,111.755,-62.561,6.409
0.18,0.375,3.496,93.506,-26.917,6.775
0.152,0.214,3.095,75.928,-23.987,-10.925
-0.017,0.023,2.784,53.101,-10.01,-23.376
-0.081,-0.014,2.842,15.381,6.47,-6.104
0.017,-0.101,2.99,-7.935,15.076,12.024
0.039,-0.137,3.055,-11.292,18.494,16.113
0.049,-0.078,3.116,-7.324,27.1,18.494
0.118,0.071,3.18,-4.578,37.781,20.874
0.215,0.102,3.149,1.831,52.246,19.348
0.255,0.117,3.027,10.925,72.632,14.282
0.245,0.183,2.857,13.733,95.886,10.315
0.201,0.19,2.638,6.775,118.835,8.118
0.148,0.125,2.446,-9.216,137.756,6.042
0.078,0.069,2.255,-26.489,147.705,4.7
0.058,-0.057,2.019,-53.162,142.09,9.277
0.068,-0.015,2.036,-62.927,136.719,15.747
0.034,-0.048,2.02,-64.026,135.193,19.348
0.046,-0.181,2.031,-56.396,140.564,21.24
0.034,-0.326,1.995,-40.466,151.062,24.719
-0.072,-0.329,1.941,-21.179,165.039,31.189
-0.163,-0.235,1.878,-2.747,178.406,34.729
-0.253,-0.156,1.761,16.907,188.293,29.724
-0.344,0.003,1.65,31.555,194.397,16.296
-0.395,0.034,1.496,35.156,196.533,-2.502
-0.447,-0.072,1.254,20.996,196.777,-13.184
-0.462,-0.142,1.026,-9.827,195.312,-6.714
-0.441,-0.171,0.839,-40.1,191.101,1.404
-0.433,-0.226,0.608,-53.955,184.937,2.991
-0.484,-0.275,0.341,-58.472,177.368,5.737
-0.542,-0.333,0.107,-62.378,149.536,22.278
-0.506,-0.384,-0.114,-57.617,130.798,31.25
-0.451,-0.367,-0.169,-42.908,118.286,37.903
